"course_title","is_paid_True","is_paid_False","price","num_subscribers","num_reviews","num_lectures","level_All Levels","level_Beginner Level","level_Intermediate Level","level_Expert Level","content_duration","subject_Business Finance","subject_Graphic Design","subject_Musical Instruments","subject_Web Development"
"Have Fun with Beginner Blues Piano",1,0,75,321,24,27,1,0,0,0,2.5,0,0,1,0
"Learn to Play Harp: Beginners Course",0,1,0,408,7,10,0,1,0,0,0.683333333333333,0,0,1,0
"Instant Harmonica - play this classic 8 bar blues tune!",1,0,40,43,4,13,1,0,0,0,1,0,0,1,0
"Guitar Lessons - Learning The Neck - Fretboard Mastery",1,0,45,239,30,49,1,0,0,0,6,0,0,1,0
"Take your double bass drum technique to the next level",1,0,40,584,7,196,0,0,1,0,5.5,0,0,1,0
"How To Play The Cajon: For Beginners",1,0,30,144,15,25,1,0,0,0,1.5,0,0,1,0
"Slide Guitar- Slide Soloing Essentials",1,0,50,297,20,17,1,0,0,0,3,0,0,1,0
"Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales",1,0,60,1137,4,45,1,0,0,0,1,0,0,1,0
"Learn Acoustic Guitar for Worship",1,0,40,86,18,26,0,1,0,0,2,0,0,1,0
"Learn 3 - All Time A R Rahman Hits on Carnatic Flute!",1,0,70,98,18,31,0,0,1,0,2.5,0,0,1,0
"Guitar Lessons: The Essential Beginner & Intermediate Course",0,1,0,2566,39,23,1,0,0,0,2,0,0,1,0
"Instant Harmonica - play the groovy Irish Washerwoman now!",1,0,40,55,8,13,0,1,0,0,1,0,0,1,0
"Music Fundamentals: Learn Beatmaking with Pen Tapping",1,0,200,537,2,22,1,0,0,0,2,0,0,1,0
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",1,0,115,595,20,33,1,0,0,0,2,0,0,1,0
"Beginner Guitar Lessons by Paul Gronow",1,0,50,659,4,46,1,0,0,0,3.5,0,0,1,0
"Guitar Fretboard Secrets",1,0,55,186,13,35,0,0,1,0,2,0,0,1,0
"Learn to Play French Horn: Beginner to Pro Made the Easy Way",1,0,50,460,27,131,0,1,0,0,8,0,0,1,0
"150 Rock Guitar Licks You MUST Know",1,0,45,252,14,21,1,0,0,0,4.5,0,0,1,0
"Didgeridoo - from zero to HERO! Part One - beginning",1,0,35,87,11,38,0,1,0,0,3,0,0,1,0
"Learn Piano Scales: Play any song in any key! Like Pro's do",1,0,50,1720,9,26,0,1,0,0,2.5,0,0,1,0
"Instant Harmonica - play the groovy Valens La Bamba now!",1,0,20,390,4,10,0,1,0,0,0.733333333333333,0,0,1,0
"Blues Master - Beginner's Techniques Piano Course",0,1,0,2618,41,16,1,0,0,0,1.5,0,0,1,0
"How to play Djembe, Drums & Rhythm. Level 2",1,0,40,390,14,36,0,0,1,0,2,0,0,1,0
"Instant Harmonica - play Amazing Grace with grace and ease!",1,0,40,496,6,14,0,1,0,0,1,0,0,1,0
"Instant Harmonica - play Amazing Grace + Ode to Joy now!",1,0,40,341,7,23,1,0,0,0,1.5,0,0,1,0
"Play Thousands of Songs On The Guitar | Cheater Chords",1,0,100,97,5,12,0,1,0,0,1,0,0,1,0
"Piano Improvisation from Day One",1,0,20,1249,37,21,1,0,0,0,3,0,0,1,0
"Classical Guitar Essentials - The Basics Part 1",1,0,65,861,19,52,0,1,0,0,4.5,0,0,1,0
"Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run",1,0,60,973,8,74,1,0,0,0,2,0,0,1,0
"Play all major scales by ear - no notation required!",1,0,40,868,8,62,0,1,0,0,3.5,0,0,1,0
"How to play in a local Irish music session with confidence",1,0,40,193,5,8,1,0,0,0,1,0,0,1,0
"The Total Beginner's Guitar Course",0,1,0,9193,357,17,0,1,0,0,1.5,0,0,1,0
"Virtual Piano Lessons - A New Way To Learn Piano",1,0,50,5830,29,12,1,0,0,0,1,0,0,1,0
"16 Guitar Chords to Jam With - (Beginner - Intermediate)",1,0,20,1224,19,20,0,1,0,0,1,0,0,1,0
"Free Beginner Electric Guitar Lessons",0,1,0,101154,1042,95,0,1,0,0,4.5,0,0,1,0
"101 Awesome Rockabilly Guitar Licks",1,0,40,407,64,33,0,0,1,0,2.5,0,0,1,0
"A beginner`s guide to fingerpicking and strumming guitar'",0,1,0,3481,29,20,0,1,0,0,2,0,0,1,0
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",1,0,40,124,8,14,0,1,0,0,1,0,0,1,0
"Your First Course on Piano",1,0,70,2002,34,33,0,1,0,0,4,0,0,1,0
"Acoustic Guitar Basics",0,1,0,14495,224,21,0,1,0,0,2,0,0,1,0
"Cracking the Violin Code!",1,0,120,746,82,40,1,0,0,0,5.5,0,0,1,0
"Instant Bodhran - part one; learn the basics of drumming now",1,0,30,920,31,9,0,1,0,0,1,0,0,1,0
"Play The Piano By Ear | Master Class, Learn By Doing",1,0,175,362,38,27,1,0,0,0,2.5,0,0,1,0
"Discover Classical Guitar Level 2   ",1,0,75,927,35,123,0,0,1,0,11.5,0,0,1,0
"Fingerpicking Classics - Great songs played fingerstyle!",1,0,20,953,11,13,1,0,0,0,2,0,0,1,0
"6 Must Know Tricks to Successful Solos",1,0,35,469,38,30,1,0,0,0,4,0,0,1,0
"CAGED System for Guitar (Guitar Lessons from Lutz Academy)",1,0,50,450,15,7,1,0,0,0,1.5,0,0,1,0
"Learn the Violin - No Music Experience Necessary!",1,0,120,600,27,30,0,1,0,0,3,0,0,1,0
"Your Second Course on Piano: Two Handed Playing",1,0,70,1018,12,22,0,1,0,0,5,0,0,1,0
"How to Design Your Own Guitar",1,0,50,181,34,32,1,0,0,0,5,0,0,1,0
"How To Play Blues Guitar - Broonzy & McGhee Blues Lessons",0,1,0,8240,31,6,0,0,1,0,1.5,0,0,1,0
"Play Sonny Terry style on Harmonica and dazzle your friends!",1,0,200,582,49,51,1,0,0,0,5.5,0,0,1,0
"Blues and Advanced Guitar Lessons",1,0,85,1235,46,131,1,0,0,0,7.5,0,0,1,0
"Learn basics of South Indian Carnatic Flute Step by Step ",1,0,150,380,113,49,0,1,0,0,4,0,0,1,0
"Basic Piano Hymn Playing",1,0,20,1842,21,28,0,1,0,0,1.5,0,0,1,0
"#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs",1,0,35,3137,18,68,1,0,0,0,1.5,0,0,1,0
"Piano Music Theory (Back To Basics) by JFilt",0,1,0,4967,308,12,0,1,0,0,0.5,0,0,1,0
"Guitar - 12  Strumming Patterns You Must Know For Guitar",1,0,50,2154,40,16,0,1,0,0,1,0,0,1,0
"Guitar Lessons for complete beginners - super simple and fun",1,0,20,936,9,12,0,1,0,0,0.666666666666667,0,0,1,0
"CAGED Pentatonic System for Guitar - Level 3",1,0,45,1224,17,32,1,0,0,0,1.5,0,0,1,0
"Classical Guitar Essentials - The Basics Part 2",1,0,95,1030,1,44,0,0,1,0,4.5,0,0,1,0
"Introduction to Piano - By PGN Piano!",0,1,0,14922,772,8,0,1,0,0,0.666666666666667,0,0,1,0
"Keyboard Instruments - Read Sheet Music for Piano Fast!",1,0,50,2788,52,41,0,1,0,0,1.5,0,0,1,0
"How to Play the Guitar: Your 30-Day Guide to Learn Guitar",1,0,20,2686,10,32,0,1,0,0,6,0,0,1,0
"Drumming Accelerator: How To Get The Best Start Possible",1,0,200,1594,4,34,0,1,0,0,1.5,0,0,1,0
"Play Piano 4: Improvise on popular song Yesterday chords",1,0,50,1018,4,63,1,0,0,0,1.5,0,0,1,0
"Beginner's Guitar Lessons - Crash Course for Busy Adults",1,0,50,1194,9,29,0,1,0,0,2,0,0,1,0
"Getting Started with the Guitar in 5 Days",0,1,0,270,1,24,0,1,0,0,1.5,0,0,1,0
"Guitar Lessons - String Bending And Vibrato Essentials",0,1,0,3325,28,5,1,0,0,0,1,0,0,1,0
"Piano With Willie: Blues n' Boogie Vol. 1",1,0,40,172,26,15,0,0,1,0,2.5,0,0,1,0
"Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs",1,0,70,834,3,35,1,0,0,0,1,0,0,1,0
"Chugging - it don't mean a thing if it ain't got that swing!",1,0,200,382,21,25,1,0,0,0,2.5,0,0,1,0
"Make Your Own Ukulele",1,0,85,452,5,23,1,0,0,0,4.5,0,0,1,0
"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,1,0,5543,107,29,1,0,0,0,4,0,0,1,0
"Learn How To Play 25 Classic Hip Hop Songs",1,0,25,153,9,27,1,0,0,0,2.5,0,0,1,0
"Learn Beethoven's Fur Elise on Piano",1,0,20,1582,11,6,1,0,0,0,0.483333333333333,0,0,1,0
"Play Violin and Fiddle for beginners - it's fun  - Course 1",1,0,20,560,8,9,0,1,0,0,1,0,0,1,0
"Piano With Willie Building Technique with Scales Vol. 1",1,0,40,111,15,12,1,0,0,0,1.5,0,0,1,0
"Christmas Piano Songs For The Very Beginner Vol. I",1,0,40,1060,3,15,0,1,0,0,1.5,0,0,1,0
"Introduction to Gypsy Jazz Guitar",1,0,95,452,10,18,1,0,0,0,2.5,0,0,1,0
"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",1,0,45,2346,11,14,1,0,0,0,0.65,0,0,1,0
"The Piano Chord Ladder | Learn to Play Thousands of Songs",1,0,100,103,2,11,1,0,0,0,1,0,0,1,0
"Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords",1,0,50,833,6,70,0,0,0,1,1.5,0,0,1,0
"Playing Piano: Scales and Arpeggios Vol.I : Major keys",1,0,50,2358,3,26,0,1,0,0,1,0,0,1,0
"Drumming for Beginners - Simple Way To Learn How To Drum",1,0,20,1814,28,22,0,1,0,0,2,0,0,1,0
"Get great playing HARMONICA - a fun new leisure time hobby !",1,0,35,2543,44,17,1,0,0,0,2,0,0,1,0
"Fingerstyle Guitar Mastery: 3 Techniques You Need To Know",0,1,0,3042,40,13,1,0,0,0,0.566666666666667,0,0,1,0
"Play Piano 3: Improvise Chords to Enchanted Evening by Ear",1,0,50,809,5,57,1,0,0,0,1.5,0,0,1,0
"Jazz Guitar Tips, Tricks and Licks",0,1,0,9351,331,21,0,0,1,0,2,0,0,1,0
"Piano From Zero To Pro - Beginner Essentials To The Piano",1,0,70,811,129,52,0,1,0,0,3.5,0,0,1,0
"Piano: Learn 48 chords in 1 hour,  and always remember how",1,0,120,1424,71,16,0,1,0,0,1.5,0,0,1,0
"Walking Bass - Quick Start Guide",1,0,50,193,20,31,1,0,0,0,1,0,0,1,0
"Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1)",1,0,45,65,18,56,0,1,0,0,10,0,0,1,0
"Blues Bass - Quick Start Guide",1,0,50,59,8,29,1,0,0,0,1.5,0,0,1,0
"How to speak Pianish (beginner level)",1,0,30,545,5,10,0,1,0,0,1,0,0,1,0
"Gospel Piano Essentials",1,0,30,668,39,46,0,0,1,0,11.5,0,0,1,0
"Instant Harmonica - play Leonard Cohen's Hallelujah now!",1,0,40,100,15,14,1,0,0,0,1.5,0,0,1,0
"Guitar Crash Course (No Experience Necessary)",0,1,0,5769,78,29,0,1,0,0,1,0,0,1,0
"Beginner Guitar Lessons - Your Complete Foundation Course",1,0,60,293,30,162,0,1,0,0,18.5,0,0,1,0
"Piano Building Blocks: Learn the 24 Most Common Chords",1,0,50,492,10,17,0,1,0,0,1.5,0,0,1,0
"Learn to Play the Oboe: Beginner to Pro in Under Four Hours",1,0,50,500,39,74,0,1,0,0,5,0,0,1,0
"Playing Piano By Ear: Complete Guide for Aspiring Musicians",1,0,150,346,26,59,1,0,0,0,4.5,0,0,1,0
"Discover the fun of Spoon playing, a beginners course",1,0,65,353,13,25,1,0,0,0,1,0,0,1,0
"Country Guitar Fundamentals",1,0,50,1174,39,23,0,0,1,0,1.5,0,0,1,0
"Discover Classical Guitar Level 1",1,0,25,1513,38,19,0,1,0,0,1.5,0,0,1,0
"PI-101 Top 10 Classical Piano Pieces for Beginners",0,1,0,6292,183,38,0,1,0,0,1,0,0,1,0
"Get started playing blues harmonica",0,1,0,6853,398,23,0,1,0,0,0.616666666666667,0,0,1,0
"Rockabilly Guitar For Beginners",1,0,40,475,125,36,0,1,0,0,2,0,0,1,0
"Beginner Piano",1,0,20,776,79,89,0,1,0,0,4,0,0,1,0
"Step by Step Tabla Course- Indian Drums",1,0,20,1337,17,21,0,1,0,0,1,0,0,1,0
"Play Piano 6 -Improvise on The Way We Were with Power Chords",1,0,50,701,4,62,1,0,0,0,1.5,0,0,1,0
"101 Blues riffs - learn how the harmonica superstars do it",1,0,200,1350,65,55,0,0,1,0,6.5,0,0,1,0
"Learn To Play The Drums",1,0,25,1141,88,74,1,0,0,0,8.5,0,0,1,0
"Guitar: Master The Guitar Fretboard In 6 Easy Steps",1,0,55,1203,26,10,0,1,0,0,1,0,0,1,0
"Play Piano in 30 Days! - Start Playing NOW!",0,1,0,5188,410,58,0,1,0,0,3,0,0,1,0
"Curso de Didgeridoo nivel principiante",1,0,50,0,0,31,0,1,0,0,1,0,0,1,0
"ブルースギター入門",0,1,0,462,6,23,1,0,0,0,3.5,0,0,1,0
"Pianoforall - Incredible New Way To Learn Piano & Keyboard",1,0,200,75499,7676,362,1,0,0,0,30,0,0,1,0
"The Professional Guitar Masterclass",1,0,200,21701,1340,136,1,0,0,0,9.5,0,0,1,0
"Modern Rock Guitar Techniques",1,0,50,3157,375,32,0,0,1,0,3,0,0,1,0
"Complete Guitar System - Beginner to Advanced",1,0,145,32935,2713,310,1,0,0,0,34,0,0,1,0
"Guitar Super System Level 1",1,0,50,10869,2257,104,0,0,1,0,5,0,0,1,0
"How to play Piano - Go from a Beginner/Intermediate to a Pro",1,0,200,5316,159,291,1,0,0,0,31,0,0,1,0
"Guitar Super System Level 2",1,0,50,4192,128,34,0,0,0,1,1.5,0,0,1,0
"LEARN HARMONICA, amaze your friends and have fun - it's easy",1,0,200,8857,718,131,1,0,0,0,15.5,0,0,1,0
"The Complete Piano & Music Theory Beginners Course",1,0,50,10435,665,23,1,0,0,0,1.5,0,0,1,0
"Ultimate Beginner Guitar Masterclass",1,0,200,8113,79,124,0,1,0,0,11.5,0,0,1,0
"Quicklessons Piano Course - Learn to Play Piano by Ear!",1,0,200,7178,260,144,1,0,0,0,8.5,0,0,1,0
"Learn guitar the Right way! Complete 'KickStarter course""",1,0,150,2102,33,99,0,1,0,0,9,0,0,1,0
"CAGED Pentatonic System for Guitar - Level 1",1,0,45,1329,52,35,1,0,0,0,1.5,0,0,1,0
"CAGED Pentatonic System for Guitar - Level 2",1,0,45,1220,13,26,1,0,0,0,1.5,0,0,1,0
"Learn to Play Piano From a Concert Pianist - For Beginners",1,0,200,3206,18,17,0,1,0,0,1,0,0,1,0
"#12 Hand Coordination: Let your Hands dance with Ballad 9",1,0,75,482,1,47,0,0,1,0,1.5,0,0,1,0
"How To Make Money With A Cover Band",1,0,50,2498,12,25,1,0,0,0,3.5,0,0,1,0
"How To Play Guitar - For Absolute Beginners",1,0,35,478,3,18,0,1,0,0,1,0,0,1,0
"Learn How to Improvise on Guitar in 30 Days",1,0,200,1788,89,33,0,1,0,0,6,0,0,1,0
"Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise",1,0,50,1249,6,69,1,0,0,0,1.5,0,0,1,0
"The Best Beginner Guitar Course Ever",1,0,50,1976,252,16,0,1,0,0,1,0,0,1,0
"Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion",1,0,100,567,37,24,1,0,0,0,1.5,0,0,1,0
"Guitar: Learn 10 CCR Guitar Chord Progressions",1,0,50,2045,8,24,0,1,0,0,2,0,0,1,0
"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",1,0,50,1204,8,56,1,0,0,0,1.5,0,0,1,0
"Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds",1,0,60,1227,2,26,1,0,0,0,0.633333333333333,0,0,1,0
"Getting Started with Playing Guitar",0,1,0,47652,1141,26,0,1,0,0,4,0,0,1,0
"Piano Playing: Reading and Playing Classical Tunes Vol.II",1,0,40,1638,3,17,0,1,0,0,1.5,0,0,1,0
"Harmonica Jamz: The Only Course on Jammin' with Friends",1,0,60,568,8,65,0,1,0,0,5,0,0,1,0
"Guitar - Learn 10 Legendary Chord Progressions for Guitar",1,0,55,3013,15,28,0,1,0,0,1.5,0,0,1,0
"Guitar - Blues Guitar for Beginners",1,0,45,2795,26,25,0,1,0,0,1,0,0,1,0
"Electric Guitar for Beginners - RockStarter Level 1",1,0,40,491,5,29,0,1,0,0,2.5,0,0,1,0
"The Circle of Fifths for Guitarists",1,0,50,1018,2,5,0,0,1,0,1.5,0,0,1,0
"Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro",1,0,70,2164,10,30,1,0,0,0,1,0,0,1,0
"Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days",1,0,95,2415,16,115,1,0,0,0,2.5,0,0,1,0
"Essential Theory and Technique for Guitar",0,1,0,2285,34,22,0,1,0,0,2,0,0,1,0
"Piano for Complete Beginners: Learn your first song today!",1,0,40,1268,10,30,0,1,0,0,1,0,0,1,0
"Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands",1,0,95,2026,3,62,0,0,1,0,2.5,0,0,1,0
"Master Class # 11:  Play Piano Techniques Learn Piano 1 to10",1,0,95,2164,10,113,1,0,0,0,2,0,0,1,0
"Learn all Piano Chords in all Piano Scales with logic",1,0,45,969,2,17,0,1,0,0,1,0,0,1,0
"Learn to play the piano or keyboard from scratch",1,0,145,1987,11,161,0,1,0,0,14,0,0,1,0
"5 Exotic Guitar Scales and How to Use Them Effectively",1,0,50,1319,101,21,0,0,1,0,1,0,0,1,0
"Learn 4 Chords and Play Thousands of Songs!",1,0,20,4560,177,22,0,1,0,0,1.5,0,0,1,0
"#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key",1,0,75,1593,1,41,0,0,1,0,1,0,0,1,0
"Acoustic Fingerstyle Guitar Course: Beginner to Advanced",1,0,200,6565,55,56,1,0,0,0,4,0,0,1,0
"Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia",1,0,200,4133,173,224,0,0,1,0,28.5,0,0,1,0
"Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords",1,0,50,1541,14,42,1,0,0,0,1,0,0,1,0
"Best Beginner Guitar Lessons by Sam Lyons",1,0,20,14560,20,32,1,0,0,0,2,0,0,1,0
"A new approach to piano and playing songs for beginners",1,0,50,7140,72,26,0,1,0,0,1.5,0,0,1,0
"Learn Guitar: Zero to Guitar Fingerpicking in 30 days",1,0,50,1495,26,36,0,1,0,0,2.5,0,0,1,0
"How to play Contemporary Piano",1,0,25,1200,35,10,1,0,0,0,0.6,0,0,1,0
"Piano Technique Exercises Vol.1",1,0,50,1674,4,24,1,0,0,0,1,0,0,1,0
"Instant Harmonica - Learning the Basic 12 Bar Blues Bassline",1,0,40,54,6,10,1,0,0,0,1,0,0,1,0
"#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key",1,0,75,940,3,32,0,0,1,0,0.616666666666667,0,0,1,0
"Modern Country Guitar: Technique Booster",1,0,30,1152,16,42,0,0,1,0,2.5,0,0,1,0
"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",1,0,95,2558,19,16,0,1,0,0,3,0,0,1,0
"#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key",1,0,75,850,3,43,0,0,1,0,1,0,0,1,0
"3 step formula for playing guitar by ear",1,0,25,3937,54,20,0,1,0,0,1.5,0,0,1,0
"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",1,0,100,6271,68,75,1,0,0,0,5,0,0,1,0
"Play Piano by Ear Today! SuperCourse",1,0,60,4557,21,77,1,0,0,0,5.5,0,0,1,0
"Learn to Read & Write Music to play Piano & more instruments",1,0,115,5292,38,85,1,0,0,0,10.5,0,0,1,0
"The Complete Piano Course - Master The Piano",1,0,95,4982,276,240,1,0,0,0,23,0,0,1,0
"Learn to play your favorite guitar songs by ear",1,0,50,4733,11,15,1,0,0,0,1.5,0,0,1,0
"Piano for Singer/Songwriters | Write Songs and Perform Live!",1,0,100,3371,175,42,0,1,0,0,3,0,0,1,0
"Fun Beginner Ukulele Course",1,0,55,1409,41,17,0,1,0,0,1.5,0,0,1,0
"Learn Guitar in 21 Days",1,0,20,26504,192,82,0,1,0,0,2.5,0,0,1,0
"Fun Ukulele Strumming Course",1,0,45,3141,10,15,0,1,0,0,1,0,0,1,0
"The Professional Bass Masterclass",1,0,200,1449,136,88,1,0,0,0,7,0,0,1,0
"The Allman Brothers Guitar Roots And Techniques",1,0,75,2692,29,14,0,0,1,0,1.5,0,0,1,0
"Blues Guitar Fundamentals",1,0,50,3312,107,21,0,0,1,0,1.5,0,0,1,0
"#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song",1,0,65,2015,3,21,0,0,1,0,0.733333333333333,0,0,1,0
"#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4",1,0,65,2015,2,25,0,0,1,0,1,0,0,1,0
"Beginner Level Popular Piano Program - Month 1",1,0,30,7,2,13,0,1,0,0,1,0,0,1,0
"Piano Lessons for the R&B Fan",1,0,20,228,2,64,1,0,0,0,8,0,0,1,0
"Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar",1,0,20,65,5,13,0,0,0,1,4,0,0,1,0
"Darbuka Drumming: Learn how to play the Darbuka Dounbek",0,1,0,1094,45,11,0,1,0,0,1,0,0,1,0
"Awesome Lead Guitar 1",1,0,25,60,6,38,0,1,0,0,4.5,0,0,1,0
"The art of piano improvisation",1,0,20,83,4,9,1,0,0,0,0.666666666666667,0,0,1,0
"How To Build A Professional Djembe: Create Music Beauty &Biz",1,0,40,122,2,29,1,0,0,0,1.5,0,0,1,0
"Advanced Euphonium Studies - Learn to Master the Euphonium!​",1,0,50,106,7,89,1,0,0,0,6,0,0,1,0
"Didgeridoo - from zero to HERO! Part Two. Intermediate.",1,0,35,55,2,30,0,0,1,0,2,0,0,1,0
"Fingerstyle Guitar by Jacques Stotzem - Advanced Level",1,0,30,77,4,14,1,0,0,0,2,0,0,1,0
"Trumpet Pro Series - You're going to love practicing Trumpet",1,0,50,92,1,25,1,0,0,0,6,0,0,1,0
"A Guide to Analog Synths: For the modern EDM enthusiast.",1,0,20,29,4,37,1,0,0,0,3.5,0,0,1,0
"Acoustic Blues Guitar Lessons",0,1,0,8217,109,10,0,0,1,0,1,0,0,1,0
"Accelerate Your Guitar Learning With Metal Techniques",1,0,20,1305,25,68,1,0,0,0,6.5,0,0,1,0
"Beginner Step by Step Keharwa Theka Tabla Course",1,0,20,916,26,16,0,1,0,0,0.666666666666667,0,0,1,0
"Just chords Piano: Learn to Play Piano Quickly - No Music",1,0,85,2357,15,53,0,1,0,0,5,0,0,1,0
"Play Ukulele Now",1,0,30,1951,88,78,1,0,0,0,5,0,0,1,0
"Acoustic Blues Guitar Lessons",1,0,125,1284,136,40,0,0,1,0,12.5,0,0,1,0
"Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs",1,0,70,769,10,33,1,0,0,0,1,0,0,1,0
"Play Piano Today - Easy Festive Favorites & Piano Party Hits",1,0,75,3122,6,80,1,0,0,0,4,0,0,1,0
"The 80/20 Beginner Guitar Course",1,0,50,1269,27,51,0,1,0,0,3,0,0,1,0
"Drums for Beginners",0,1,0,1618,4,15,0,1,0,0,3,0,0,1,0
"Digital Pianist Course-Learn Piano & Keyboard Fast & Easy",1,0,150,89,7,35,0,1,0,0,3,0,0,1,0
"Learn to play guitar and sing at the same time",1,0,45,66,9,8,0,1,0,0,1,0,0,1,0
"Introduction to Ukulele 1",1,0,20,630,25,27,0,1,0,0,1,0,0,1,0
"Learn Flute FAST!",1,0,45,249,33,61,0,1,0,0,4,0,0,1,0
"Guitar Lessons - Soloing With Arpeggios - Essential Guide ",1,0,45,198,11,34,0,0,1,0,5,0,0,1,0
"Piano With Willie: Blues n' Boogie Vol. 3",1,0,40,84,4,10,0,0,1,0,2.5,0,0,1,0
"Instant Harmonica - play The Kesh (pt 1) it's easy and fun!",1,0,40,58,5,11,1,0,0,0,0.583333333333333,0,0,1,0
"Piano Lessons For Beginners: Learn Piano Quickly And Easily",1,0,75,186,35,56,0,1,0,0,3,0,0,1,0
"The Easy Beginner Drum Course",1,0,25,21,4,12,0,1,0,0,0.5,0,0,1,0
"Instant Harmonica - play Somewhere Over the Rainbow now!",1,0,40,431,2,11,0,1,0,0,1,0,0,1,0
"Instant Harmonica - play The Kesh (part 2) - easy and fun!",1,0,20,53,5,9,0,1,0,0,0.583333333333333,0,0,1,0
"The 80/20 Guitar: Write Music and Play Guitar in 30 Days",0,1,0,2610,28,24,1,0,0,0,3.5,0,0,1,0
"Ukulele 2 : Level 1 KEY OF C AND STRUMS",1,0,20,26,2,26,0,1,0,0,1,0,0,1,0
"Guitar for Music Educators: Learning How to Teach Guitar",1,0,20,32,3,22,0,1,0,0,1.5,0,0,1,0
"Piano Tutorial : Ludovico Einaudi - Una Mattina",0,1,0,1631,23,6,1,0,0,0,0.733333333333333,0,0,1,0
"Guitar Solo - Theory and Improvisation Lessons",1,0,60,12,4,34,0,0,1,0,1.5,0,0,1,0
"Bluegrass Guitar Essentials: Webisodes 3 & 4",1,0,30,12,2,13,0,0,1,0,2,0,0,1,0
"Instant Harmonica - play Christmas + Birthday songs now!",1,0,40,236,0,18,1,0,0,0,1.5,0,0,1,0
"Blues Master - Advanced Techniques Piano Course",1,0,75,7,2,14,1,0,0,0,1,0,0,1,0
"Bluegrass Guitar Essentials: Webisodes 5 & 6",1,0,30,11,2,16,0,0,1,0,3,0,0,1,0
"Trombone Lessons For Beginners",1,0,95,11,2,34,0,1,0,0,3,0,0,1,0
"Rhythm to Rock Drum Lesson 6",1,0,20,12,1,13,0,1,0,0,1.5,0,0,1,0
"Flute Pro Series - You're about to love practicing the flute",1,0,50,135,1,28,1,0,0,0,6.5,0,0,1,0
"How To Play Guitar - Everything You Need To Know To Start",1,0,50,5,1,8,0,1,0,0,1,0,0,1,0
"Trombone Pro Series - Fall in love with the Trombone",1,0,50,57,6,57,1,0,0,0,7,0,0,1,0
"Learn How To Play 25 Classic Hip Hop Songs Ch.2",1,0,25,7,1,27,1,0,0,0,3.5,0,0,1,0
"Learn to play tunes by ear on harmonica - no written music",1,0,35,73,3,15,0,0,1,0,2,0,0,1,0
"Fingerpicking for Guitar",1,0,20,35,4,26,1,0,0,0,3,0,0,1,0
"Music Theory, Guitar and Ear Training",1,0,60,30,3,39,0,1,0,0,3,0,0,1,0
"Piano Unbound. Piano learning method, a course for beginners",1,0,195,32,1,39,1,0,0,0,2.5,0,0,1,0
"Advanced Trombone Studies - Learn to Master the Trombone!",1,0,50,39,2,136,1,0,0,0,8,0,0,1,0
"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",1,0,50,90,2,61,1,0,0,0,2.5,0,0,1,0
"Piano With Willie: Tritones & Phat Chords",1,0,40,37,3,19,0,0,1,0,2,0,0,1,0
"Piano for Kids: Developing Your Child's Creative Abilities",1,0,65,42,2,37,0,1,0,0,4,0,0,1,0
"Piano Lessons For The Hip Hop Fan",1,0,20,276,2,62,0,0,1,0,5.5,0,0,1,0
"French Horn Solos: Learn how to Perform Three Fun Pieces!",1,0,50,88,1,48,1,0,0,0,3,0,0,1,0
"Bluegrass Guitar Essentials: Webisodes 9 & 10",1,0,30,10,0,12,0,0,1,0,2,0,0,1,0
"Clarinet Lessons For Beginners",1,0,95,11,0,41,0,1,0,0,3,0,0,1,0
